Title,Year,Rated,Runtime,Genre,Lead_1,Lead_1_Male,Lead_2,Lead_2_Male,Plot,Poster,Metascore,imdbID,BoxOffice
The Descendants,2011,R,115,Comedy,George Clooney,TRUE,Shailene Woodley,FALSE,"Matt King's family has lived in Hawaii for generations. His extended family - namely he and his many cousins - own 25,000 acres of undeveloped land on Kauai held in trust, which ends in seven years. The easiest thing for the family to do is sell the land before the seven years is up, which is all the talk in the state, as, to whom they sell the property could very well change the face of Kauai. Despite the vast wealth that comes with the land, Matt has decided to live solely on what he earns as a Honolulu lawyer. However, Matt has not had a perfect life living in Hawaiian paradise as many believe. He and his wife Elizabeth were having problems in their marriage. She recently got into a boating accident which has placed her in a coma. Their seventeen year old daughter Alex is in boarding school on the big island since they couldn't handle her rebellion, which was made all the worse by an argument of an unknown nature between mother and daughter during Alex's last visit home. And their ten year old daughter Scottie is starting to act out, which Matt doesn't know if he can handle, potentially raising her on his own. Matt decides to bring Alex home upon news that Elizabeth is brain dead, and that she will be pulled off life support. But revelations about Elizabeth and Alex's argument, which is tied indirectly to the issue of the land sale, leads to some decisions on Matt's part about what is best for him in both mourning Elizabeth's death and what is the best thing to do about the land, the two decisions which may be incompatible.",https://ia.media-imdb.com/images/M/MV5BMjAyNTA1MTcyN15BMl5BanBnXkFtZTcwNjEyODczNQ@@._V1_SX300.jpg,84,tt1033575,78500000
Zookeeper,2011,PG,102,Comedy,Kevin James,TRUE,Rosario Dawson,FALSE,A group of zoo animals decide to break their code of silence in order to help their lovable zoo keeper find love -- without opting to leave his current job for something more illustrious.,https://ia.media-imdb.com/images/M/MV5BMTMyNjYyODk0Ml5BMl5BanBnXkFtZTcwNDUzOTczNQ@@._V1_SX300.jpg,30,tt1222817,80360866
War Horse,2011,PG-13,146,Drama,Jeremy Irvine,TRUE,Emily Watson,FALSE,Young Albert enlists to serve in World War I after his beloved horse is sold to the cavalry. Albert's hopeful journey takes him out of England and to the front lines as the war rages on.,https://ia.media-imdb.com/images/M/MV5BMjExNzkxOTYyNl5BMl5BanBnXkFtZTcwODA0MjU4Ng@@._V1_SX300.jpg,72,tt1568911,79883359
Limitless,2011,PG-13,105,Mystery,Bradley Cooper,TRUE,Anna Friel,FALSE,"An action-thriller about a writer who takes an experimental drug that allows him to use 100 percent of his mind. As one man evolves into the perfect version of himself, forces more corrupt than he can imagine mark him for assassination. Out-of-work writer Eddie Morra's (Cooper) rejection by girlfriend Lindy (Abbie Cornish) confirms his belief that he has zero future. That all vanishes the day an old friend introduces Eddie to NZT, a designer pharmaceutical that makes him laser focused and more confident than any man alive. Now on an NZT-fueled odyssey, everything Eddie's read, heard or seen is instantly organized and available to him. As the former nobody rises to the top of the financial world, he draws the attention of business mogul Carl Van Loon (De Niro), who sees this enhanced version of Eddie as the tool to make billions. But brutal side effects jeopardize his meteoric ascent. With a dwindling stash and hit men who will eliminate him to get the NZT, Eddie must stay wired long enough to elude capture and fulfill his destiny. If he can't, he will become just another victim who thought he'd found invincibility in a bottle.",https://images-na.ssl-images-amazon.com/images/M/MV5BYmViZGM0MGItZTdiYi00ZDU4LWIxNDYtNTc1NWQ5Njc2N2YwXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,59,tt1219289,79230923
Tower Heist,2011,PG-13,104,Action,Eddie Murphy,TRUE,Ben Stiller,TRUE,"Josh Kovaks is the manager of a high-rise condominium in New York. He is close to all the tenants, especially financier Arthur Shaw. One day Shaw is arrested by the FBI for fraud. Josh thinks it's a misunderstanding that can be resolved, but later he learns that the employees' pension fund - which he asked Shaw to handle - is gone. When one of the employees tries to kill himself, Josh's views of Shaw change. He goes to see him and loses his temper, and his job. The FBI agent in charge tells him that Shaw might walk, and recovering the pension fund is unlikely. She tells him that it's been rumored that Shaw has $20 million lying around if he needs it in a hurry. Josh thinks he knows where it is, so with two other fired employees and an evicted tenant, they set out to get into Shaw's penthouse to get the money. But they realize they need the assistance of someone who knows how to steal, so Josh asks an old acquaintance named Slide who he knows is a thief to help them.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1NDQxMTcwOV5BMl5BanBnXkFtZTcwNzMzNTExNg@@._V1_SX300.jpg,59,tt0471042,78009155
The Adventures of Tintin,2011,PG,107,Animation,Jamie Bell,TRUE,Andy Serkis,TRUE,"Having bought a model ship, the Unicorn, for a pound off a market stall Tintin is initially puzzled that the sinister Mr. Sakharine should be so eager to buy it from him, resorting to murder and kidnapping Tintin - accompanied by his marvellous dog Snowy - to join him and his gang as they sail to Morocco on an old cargo ship. Sakharine has bribed the crew to revolt against the ship's master, drunken Captain Haddock, but Tintin, Snowy and Haddock escape, arriving in Morocco at the court of a sheikh, who also has a model of the Unicorn. Haddock tells Tintin that over three hundred years earlier his ancestor Sir Francis Haddock was forced to scuttle the original Unicorn when attacked by a piratical forebear of Sakharine but he managed to save his treasure and provide clues to its location in three separate scrolls, all of which were secreted in models of the Unicorn. Tintin and Sakharine have one each and the villain intends to use the glass-shattering top Cs of operatic soprano the Milanese Nightingale to secure the third. With aid from bumbling Interpol agents the Thompson Twins our boy hero, his dog and the captain must prevent Sakharine from obtaining all three scrolls to fulfil the prophesy that only the last of the Haddocks can discover the treasure's whereabouts.",https://ia.media-imdb.com/images/M/MV5BNDE5MDExNTQ1OF5BMl5BanBnXkFtZTcwMDIxMTM5Ng@@._V1_SX300.jpg,68,tt0983193,75300000
Contagion,2011,PG-13,106,Drama,Matt Damon,TRUE,Kate Winslet,FALSE,"Soon after her return from a business trip to Hong Kong, Beth Emhoff dies from what is a flu or some other type of infection. Her young son dies later the same day. Her husband Mitch however seems immune. Thus begins the spread of a deadly infection. For doctors and administrators at the U.S. Centers for Disease Control, several days pass before anyone realizes the extent or gravity of this new infection. They must first identify the type of virus in question and then find a means of combating it, a process that will likely take several months. As the contagion spreads to millions of people worldwide, societal order begins to break down as people panic.",https://ia.media-imdb.com/images/M/MV5BMTY3MDk5MDc3OV5BMl5BanBnXkFtZTcwNzAyNTg0Ng@@._V1_SX300.jpg,70,tt1598778,75638743
We Bought a Zoo,2011,PG,124,Comedy,Matt Damon,TRUE,Scarlett Johansson,FALSE,"Benjamin has lost his wife. In a bid to start his life over, he purchases a large house that has a zoo. This is welcome news for his daughter, but his son is not happy about it. The zoo is in need of renovation and Benjamin sets about the work with the head keeper, Kelly, and the rest of the zoo staff. But, the zoo soon runs into financial trouble. The staff must get the zoo back to its former glory, pass a zoo inspection, and get it back open to the public.",https://ia.media-imdb.com/images/M/MV5BMTQ0MTE3OTUwMl5BMl5BanBnXkFtZTcwODg5NjgwNw@@._V1_SX300.jpg,58,tt1389137,72700000
Moneyball,2011,PG-13,133,Biography,Brad Pitt,TRUE,Robin Wright,FALSE,"Oakland A's GM Billy Beane is handicapped with the lowest salary constraint in baseball. If he ever wants to win the World Series, Billy must find a competitive advantage. Billy is about to turn baseball on its ear when he uses statistical data to analyze and place value on the players he picks for the team.",https://ia.media-imdb.com/images/M/MV5BMjAxOTU3Mzc1M15BMl5BanBnXkFtZTcwMzk1ODUzNg@@._V1_SX300.jpg,87,tt1210166,75605492
Jack and Jill,2011,PG,91,Comedy,Adam Sandler,TRUE,Katie Holmes,FALSE,"Jack Sadelstein is a successful advertising executive in Los Angeles with a beautiful wife and kids, who dreads one event each year: the Thanksgiving visit of his identical twin sister Jill. Jill's neediness and passive-aggressiveness is maddening to Jack, turning his normally tranquil life upside down.",https://ia.media-imdb.com/images/M/MV5BNjczMTU5OTUyMl5BMl5BanBnXkFtZTcwODEzNjc3Ng@@._V1_SX300.jpg,23,tt0810913,74158157
Hugo,2011,PG,126,Adventure,Asa Butterfield,TRUE,Chloë Grace Moretz,FALSE,"Hugo is an orphan boy living in the walls of a train station in 1930s Paris. He learned to fix clocks and other gadgets from his father and uncle which he puts to use keeping the train station clocks running. The only thing that he has left that connects him to his dead father is an automaton (mechanical man) that doesn't work without a special key. Hugo needs to find the key to unlock the secret he believes it contains. On his adventures, he meets George Melies, a shopkeeper, who works in the train station, and his adventure-seeking god-daughter. Hugo finds that they have a surprising connection to his father and the automaton, and he discovers it unlocks some memories the old man has buried inside regarding his past.",https://ia.media-imdb.com/images/M/MV5BMjAzNzk5MzgyNF5BMl5BanBnXkFtZTcwOTE4NDU5Ng@@._V1_SX300.jpg,83,tt0970179,73820094
Justin Bieber: Never Say Never,2011,G,105,Documentary,Justin Bieber,TRUE,Boyz II Men,TRUE,"The camera follows Justin Bieber (1994- ) during the ten days leading up to his August, 2010, sold-out show at Madison Square Garden. Footage of these ten days of concerts, rehearsals, and down time with boyhood friends, his mom, and his entourage is inter-cut with home movies, old photos, and interviews showing a musical prodigy who loves to perform, comes to the attention of an Atlanta agent via YouTube, impresses Usher, and rockets to international stardom soon after his 15th birthday. His manager emphasizes the importance of social media and of Justin's work ethic and personality in making him a star; the camera emphasizes Bieber's look. His mom and grandparents shine.",https://ia.media-imdb.com/images/M/MV5BMTY0NDQzMjIzOF5BMl5BanBnXkFtZTcwNDk2NzczNA@@._V1_SX300.jpg,52,tt1702443,73000942
